date,store,category,units_sold,revenue,promotion_flag
2024-03-10,Store_B,Apparel,441,7931.26,1
2024-03-10,Store_B,Electronics,466,20142.08,0
2024-03-10,Store_B,Groceries,410,2668.57,0
2024-03-10,Store_C,Apparel,388,7256.17,0
2024-03-10,Store_C,Electronics,551,25688.47,0
2024-03-10,Store_C,Groceries,467,2888.91,0
2024-03-11,Store_A,Apparel,589,11107.87,0
2024-03-11,Store_A,Electronics,1023,46224.27,0
2024-03-11,Store_A,Groceries,669,4564.62,0
2024-03-11,Store_B,Apparel,395,7210.86,0
2024-03-11,Store_B,Electronics,590,26079.63,0
2024-03-11,Store_B,Groceries,473,3145.54,0
2024-03-11,Store_C,Apparel,464,8599.83,0
2024-03-11,Store_C,Electronics,787,37078.54,0
2024-03-11,Store_C,Groceries,550,3717.7,0
2024-03-12,Store_A,Apparel,602,11157.38,0
2024-03-12,Store_A,Electronics,1103,50156.61,0
2024-03-12,Store_A,Groceries,874,5638.71,0
2024-03-12,Store_B,Apparel,479,8545.68,0
2024-03-12,Store_B,Electronics,630,27411.46,0
2024-03-12,Store_B,Groceries,662,4096.03,0
2024-03-12,Store_C,Apparel,539,10021.2,0
2024-03-12,Store_C,Electronics,778,33711.76,0
2024-03-12,Store_C,Groceries,654,4431.05,0
2024-03-13,Store_A,Apparel,718,12811.55,0
2024-03-13,Store_A,Electronics,957,41861.28,0
2024-03-13,Store_A,Groceries,898,5748.41,0
2024-03-13,Store_B,Apparel,495,8772.35,0
2024-03-13,Store_B,Electronics,753,35381.68,0
2024-03-13,Store_B,Groceries,626,4054.55,0
2024-03-13,Store_C,Apparel,768,13740.83,1
2024-03-13,Store_C,Electronics,934,42358.55,0
2024-03-13,Store_C,Groceries,687,4264.98,0
2024-03-14,Store_A,Apparel,713,12386.53,0
2024-03-14,Store_A,Electronics,856,39004.01,0
2024-03-14,Store_A,Groceries,689,4572.64,0
2024-03-14,Store_B,Apparel,478,8364.98,0
2024-03-14,Store_B,Electronics,633,27972.28,0
2024-03-14,Store_B,Groceries,553,3738.75,0
2024-03-14,Store_C,Apparel,554,10224.55,0
2024-03-14,Store_C,Electronics,749,34690.74,0
2024-03-14,Store_C,Groceries,636,3929.35,0
2024-03-15,Store_A,Apparel,610,11293.29,0
2024-03-15,Store_A,Electronics,903,40925.98,0
2024-03-15,Store_A,Groceries,657,4212.38,0
2024-03-15,Store_B,Apparel,448,8282.16,0
2024-03-15,Store_B,Electronics,638,28233.28,0
2024-03-15,Store_B,Groceries,493,3116.16,0
2024-03-15,Store_C,Apparel,516,9363.44,0
2024-03-15,Store_C,Electronics,703,31740.47,0
2024-03-15,Store_C,Groceries,624,4184.33,0
2024-03-16,Store_A,Apparel,530,9179.44,0
2024-03-16,Store_A,Electronics,770,33557.97,0
2024-03-16,Store_A,Groceries,625,4197.89,0
2024-03-16,Store_B,Apparel,371,6808.59,0
2024-03-16,Store_B,Electronics,623,28987.79,1
2024-03-16,Store_B,Groceries,478,2961.44,0
2024-03-16,Store_C,Apparel,382,6789.9,0
2024-03-16,Store_C,Electronics,657,29296.54,0
2024-03-16,Store_C,Groceries,503,3204.59,0
2024-03-17,Store_A,Apparel,639,11144.67,1
2024-03-17,Store_A,Electronics,713,30671.94,0
2024-03-17,Store_A,Groceries,439,2840.45,0
2024-03-17,Store_B,Apparel,328,5821.77,0
2024-03-17,Store_B,Electronics,503,22969.45,0
2024-03-17,Store_B,Groceries,408,2634.34,0
2024-03-17,Store_C,Apparel,378,7037.2,0
2024-03-17,Store_C,Electronics,559,25545.48,0
2024-03-17,Store_C,Groceries,467,3161.35,0
2024-03-18,Store_A,Apparel,593,10366.08,0
2024-03-18,Store_A,Electronics,839,38149.01,0
2024-03-18,Store_A,Groceries,667,4430.69,0
2024-03-18,Store_B,Apparel,416,7354.05,0
2024-03-18,Store_B,Electronics,614,28210.7,0
2024-03-18,Store_B,Groceries,481,3190.42,0
2024-03-18,Store_C,Apparel,453,8560.69,0
2024-03-18,Store_C,Electronics,703,30907.8,0
2024-03-18,Store_C,Groceries,570,3600.05,0
2024-03-19,Store_A,Apparel,631,11422.62,0
2024-03-19,Store_A,Electronics,1012,46740.85,0
2024-03-19,Store_A,Groceries,1037,6475.9,1
2024-03-19,Store_B,Apparel,634,10842.82,1
2024-03-19,Store_B,Electronics,830,37857.97,0
2024-03-19,Store_B,Groceries,560,3623.42,0
2024-03-19,Store_C,Apparel,784,14675.47,1
2024-03-19,Store_C,Electronics,823,36476.27,0
2024-03-19,Store_C,Groceries,668,4498.81,0
2024-03-20,Store_A,Apparel,730,13517.19,0
2024-03-20,Store_A,Electronics,1088,49074.57,0
2024-03-20,Store_A,Groceries,1148,7720.27,1
2024-03-20,Store_B,Apparel,546,9399.06,0
2024-03-20,Store_B,Electronics,800,37606.31,0
2024-03-20,Store_B,Groceries,614,3975.03,0
2024-03-20,Store_C,Apparel,577,10672.85,0
2024-03-20,Store_C,Electronics,1022,48253.98,0
2024-03-20,Store_C,Groceries,766,4764.23,0
2024-03-21,Store_A,Apparel,645,11394.42,0
2024-03-21,Store_A,Electronics,1419,62110.31,1
2024-03-21,Store_A,Groceries,734,4883.46,0
2024-03-21,Store_B,Apparel,371,6760.31,0
2024-03-21,Store_B,Electronics,601,26252.58,0
2024-03-21,Store_B,Groceries,513,3391.12,0
2024-03-21,Store_C,Apparel,614,11325.55,0
2024-03-21,Store_C,Electronics,775,35350.92,0
2024-03-21,Store_C,Groceries,677,4295.17,0
2024-03-22,Store_A,Apparel,582,10040.9,0
2024-03-22,Store_A,Electronics,741,33900.27,0
2024-03-22,Store_A,Groceries,676,4267.33,0
2024-03-22,Store_B,Apparel,415,7480.91,0
2024-03-22,Store_B,Electronics,582,27470.79,0
2024-03-22,Store_B,Groceries,711,4507.99,1
2024-03-22,Store_C,Apparel,500,9135.22,0
2024-03-22,Store_C,Electronics,753,35148.66,0
2024-03-22,Store_C,Groceries,681,4635.93,0
2024-03-23,Store_A,Apparel,529,9488.23,0
2024-03-23,Store_A,Electronics,733,31599.98,0
2024-03-23,Store_A,Groceries,566,3548.5,0
2024-03-23,Store_B,Apparel,354,6330.46,0
2024-03-23,Store_B,Electronics,544,25290.18,0
2024-03-23,Store_B,Groceries,378,2518.89,0
2024-03-23,Store_C,Apparel,452,8423.7,0
2024-03-23,Store_C,Electronics,628,29129.75,0
2024-03-23,Store_C,Groceries,527,3333.42,0
2024-03-24,Store_A,Apparel,431,7950.48,0
2024-03-24,Store_A,Electronics,648,28990.39,0
2024-03-24,Store_A,Groceries,503,3209.44,0
2024-03-24,Store_B,Apparel,445,8272.33,1
2024-03-24,Store_B,Electronics,469,21292.78,0
2024-03-24,Store_B,Groceries,396,2484.71,0
2024-03-24,Store_C,Apparel,359,6457.53,0
2024-03-24,Store_C,Electronics,727,33213.16,1
2024-03-24,Store_C,Groceries,451,2823.92,0
2024-03-25,Store_A,Apparel,550,9624.45,0
2024-03-25,Store_A,Electronics,868,37745.11,0
2024-03-25,Store_A,Groceries,786,5352.22,0
2024-03-25,Store_B,Apparel,412,7418.89,0
2024-03-25,Store_B,Electronics,494,22590.95,0
2024-03-25,Store_B,Groceries,519,3338.33,0
2024-03-25,Store_C,Apparel,481,8382.44,0
2024-03-25,Store_C,Electronics,701,32619.83,0
2024-03-25,Store_C,Groceries,545,3668.99,0
2024-03-26,Store_A,Apparel,671,11739.72,0
2024-03-26,Store_A,Electronics,1240,54039.28,0
2024-03-26,Store_A,Groceries,916,5809.22,0
2024-03-26,Store_B,Apparel,520,9251.89,0
2024-03-26,Store_B,Electronics,816,37266.49,0
2024-03-26,Store_B,Groceries,609,4020.26,0
2024-03-26,Store_C,Apparel,600,11089.49,0
2024-03-26,Store_C,Electronics,864,38052.47,0
2024-03-26,Store_C,Groceries,742,4638.67,0
2024-03-27,Store_A,Apparel,644,12110.43,0
2024-03-27,Store_A,Electronics,1094,47764.39,0
2024-03-27,Store_A,Groceries,775,5015.4,0
2024-03-27,Store_B,Apparel,619,10764.57,1
2024-03-27,Store_B,Electronics,815,35055.42,0
2024-03-27,Store_B,Groceries,588,3947.5,0
2024-03-27,Store_C,Apparel,555,10409.09,0
2024-03-27,Store_C,Electronics,937,42743.15,0
2024-03-27,Store_C,Groceries,683,4260.79,0
2024-03-28,Store_A,Apparel,629,11836.19,0
2024-03-28,Store_A,Electronics,930,41375.87,0
2024-03-28,Store_A,Groceries,835,5172.42,0
2024-03-28,Store_B,Apparel,468,8694.15,0
2024-03-28,Store_B,Electronics,717,31355.18,0
2024-03-28,Store_B,Groceries,578,3866.53,0
2024-03-28,Store_C,Apparel,534,9459.51,0
2024-03-28,Store_C,Electronics,764,34691.49,0
2024-03-28,Store_C,Groceries,682,4354.72,0
2024-03-29,Store_A,Apparel,504,9516.95,0
2024-03-29,Store_A,Electronics,937,40272.42,0
2024-03-29,Store_A,Groceries,676,4348.84,0
2024-03-29,Store_B,Apparel,452,8198.04,0
2024-03-29,Store_B,Electronics,613,28857.97,0
2024-03-29,Store_B,Groceries,479,3182.52,0
2024-03-29,Store_C,Apparel,530,9809.97,0
2024-03-29,Store_C,Electronics,810,36896.22,0
2024-03-29,Store_C,Groceries,565,3722.2,0
2024-03-30,Store_A,Apparel,521,9666.52,0
2024-03-30,Store_A,Electronics,772,34384.93,0
2024-03-30,Store_A,Groceries,596,3901.63,0
2024-03-30,Store_B,Apparel,323,5577.06,0
2024-03-30,Store_B,Electronics,559,25241.44,0
2024-03-30,Store_B,Groceries,433,2774.84,0
2024-03-30,Store_C,Apparel,409,7195.41,0
2024-03-30,Store_C,Electronics,691,30064.61,0
2024-03-30,Store_C,Groceries,519,3444.6,0
2024-03-31,Store_A,Apparel,451,7864.87,0
2024-03-31,Store_A,Electronics,711,32032.46,0
2024-03-31,Store_A,Groceries,544,3696.22,0
2024-03-31,Store_B,Apparel,392,7161.06,0
2024-03-31,Store_B,Electronics,478,21248.34,0
2024-03-31,Store_B,Groceries,420,2626.89,0
2024-03-31,Store_C,Apparel,365,6860.79,0
2024-03-31,Store_C,Electronics,616,27102.52,0
2024-03-31,Store_C,Groceries,569,3839.5,1
2024-04-01,Store_A,Apparel,538,9405.08,0
2024-04-01,Store_A,Electronics,895,40207.72,0
2024-04-01,Store_A,Groceries,647,4212.54,0
2024-04-01,Store_B,Apparel,449,8021.44,0
2024-04-01,Store_B,Electronics,634,29277.6,0
2024-04-01,Store_B,Groceries,515,3252.71,0
2024-04-01,Store_C,Apparel,543,9953.31,0
2024-04-01,Store_C,Electronics,738,32501.49,0
2024-04-01,Store_C,Groceries,615,4013.85,0
2024-04-02,Store_A,Apparel,629,11141.1,0
2024-04-02,Store_A,Electronics,1175,52255.22,0
2024-04-02,Store_A,Groceries,867,5815.33,0
2024-04-02,Store_B,Apparel,496,9206.01,0
2024-04-02,Store_B,Electronics,699,31532.12,0
2024-04-02,Store_B,Groceries,568,3826.7,0
2024-04-02,Store_C,Apparel,529,9587.96,0
2024-04-02,Store_C,Electronics,694,31548.38,0
2024-04-02,Store_C,Groceries,637,4096.37,0
2024-04-03,Store_A,Apparel,684,12088.08,0
2024-04-03,Store_A,Electronics,984,45781.74,0
2024-04-03,Store_A,Groceries,852,5564.1,0
2024-04-03,Store_B,Apparel,486,9114.47,0
2024-04-03,Store_B,Electronics,860,36815.94,0
2024-04-03,Store_B,Groceries,952,6409.12,1
2024-04-03,Store_C,Apparel,606,11213.28,0
2024-04-03,Store_C,Electronics,940,44298.87,0
2024-04-03,Store_C,Groceries,739,4735.69,0
2024-04-04,Store_A,Apparel,649,12215.32,0
2024-04-04,Store_A,Electronics,984,42709.51,0
2024-04-04,Store_A,Groceries,727,4508.5,0
2024-04-04,Store_B,Apparel,454,8254.1,0
2024-04-04,Store_B,Electronics,617,28420.91,0
2024-04-04,Store_B,Groceries,556,3777.19,0
2024-04-04,Store_C,Apparel,508,9430.42,0
2024-04-04,Store_C,Electronics,791,37211.25,0
2024-04-04,Store_C,Groceries,637,4284.14,0
2024-04-05,Store_A,Apparel,595,11019.6,0
2024-04-05,Store_A,Electronics,823,37056.1,0
2024-04-05,Store_A,Groceries,632,4032.01,0
2024-04-05,Store_B,Apparel,428,7882.43,0
2024-04-05,Store_B,Electronics,696,32047.31,0
2024-04-05,Store_B,Groceries,538,3348.72,0
2024-04-05,Store_C,Apparel,462,8642.29,0
2024-04-05,Store_C,Electronics,740,32391.54,0
2024-04-05,Store_C,Groceries,602,4000.58,0
2024-04-06,Store_A,Apparel,462,8502.29,0
2024-04-06,Store_A,Electronics,776,33390.65,0
2024-04-06,Store_A,Groceries,553,3621.66,0
2024-04-06,Store_B,Apparel,372,6399.09,0
2024-04-06,Store_B,Electronics,545,23703.78,0
2024-04-06,Store_B,Groceries,625,4077.45,1
2024-04-06,Store_C,Apparel,441,8256.41,0
2024-04-06,Store_C,Electronics,554,24443.48,0
2024-04-06,Store_C,Groceries,493,3334.42,0
2024-04-07,Store_A,Apparel,423,7374.89,0
2024-04-07,Store_A,Electronics,646,27823.35,0
2024-04-07,Store_A,Groceries,483,3280.96,0
2024-04-07,Store_B,Apparel,369,6682.02,0
2024-04-07,Store_B,Electronics,485,22821.66,0
2024-04-07,Store_B,Groceries,433,2856.35,0
2024-04-07,Store_C,Apparel,382,6568.43,0
2024-04-07,Store_C,Electronics,611,26219.4,0
2024-04-07,Store_C,Groceries,455,3094.74,0
2024-04-08,Store_A,Apparel,584,10942.49,0
2024-04-08,Store_A,Electronics,833,37761.89,0
2024-04-08,Store_A,Groceries,679,4572.0,0
2024-04-08,Store_B,Apparel,401,7402.3,0
2024-04-08,Store_B,Electronics,632,27654.79,0
2024-04-08,Store_B,Groceries,538,3570.67,0
2024-04-08,Store_C,Apparel,496,8591.33,0
2024-04-08,Store_C,Electronics,659,29354.94,0
2024-04-08,Store_C,Groceries,589,3751.95,0
2024-04-09,Store_A,Apparel,634,11786.17,0
2024-04-09,Store_A,Electronics,1005,45523.57,0
2024-04-09,Store_A,Groceries,743,4698.31,0
2024-04-09,Store_B,Apparel,515,9267.0,0
2024-04-09,Store_B,Electronics,785,35175.75,0
2024-04-09,Store_B,Groceries,604,3982.48,0
2024-04-09,Store_C,Apparel,485,9014.65,0
2024-04-09,Store_C,Electronics,884,41111.33,0
2024-04-09,Store_C,Groceries,648,4224.5,0
2024-04-10,Store_A,Apparel,697,12124.01,0
2024-04-10,Store_A,Electronics,1140,53239.31,0
2024-04-10,Store_A,Groceries,828,5231.36,0
2024-04-10,Store_B,Apparel,469,8520.97,0
2024-04-10,Store_B,Electronics,851,36819.63,0
2024-04-10,Store_B,Groceries,654,4365.78,0
2024-04-10,Store_C,Apparel,620,11657.79,0
2024-04-10,Store_C,Electronics,970,45464.76,0
2024-04-10,Store_C,Groceries,673,4432.17,0
2024-04-11,Store_A,Apparel,624,11648.9,0
2024-04-11,Store_A,Electronics,1011,45758.3,0
2024-04-11,Store_A,Groceries,823,5189.64,0
2024-04-11,Store_B,Apparel,446,8348.28,0
2024-04-11,Store_B,Electronics,707,32143.59,0
2024-04-11,Store_B,Groceries,736,4716.77,1
2024-04-11,Store_C,Apparel,507,8950.48,0
2024-04-11,Store_C,Electronics,786,34437.99,0
2024-04-11,Store_C,Groceries,629,3951.06,0
2024-04-12,Store_A,Apparel,585,10290.18,0
2024-04-12,Store_A,Electronics,802,37749.39,0
2024-04-12,Store_A,Groceries,753,5101.29,0
2024-04-12,Store_B,Apparel,436,7611.07,0
2024-04-12,Store_B,Electronics,600,26663.72,0
2024-04-12,Store_B,Groceries,468,2944.48,0
2024-04-12,Store_C,Apparel,429,7342.54,0
2024-04-12,Store_C,Electronics,815,35816.05,0
2024-04-12,Store_C,Groceries,580,3601.61,0
2024-04-13,Store_A,Apparel,514,8864.22,0
2024-04-13,Store_A,Electronics,748,32140.91,0
2024-04-13,Store_A,Groceries,588,3956.79,0
2024-04-13,Store_B,Apparel,378,6530.65,0
2024-04-13,Store_B,Electronics,544,24120.57,0
2024-04-13,Store_B,Groceries,442,2788.13,0
2024-04-13,Store_C,Apparel,474,8380.73,0
2024-04-13,Store_C,Electronics,604,26421.27,0
2024-04-13,Store_C,Groceries,470,3167.35,0
2024-04-14,Store_A,Apparel,409,7477.45,0
2024-04-14,Store_A,Electronics,655,28290.13,0
2024-04-14,Store_A,Groceries,541,3613.16,0
2024-04-14,Store_B,Apparel,316,5796.44,0
2024-04-14,Store_B,Electronics,565,26256.34,0
2024-04-14,Store_B,Groceries,408,2522.58,0
2024-04-14,Store_C,Apparel,403,7169.03,0
2024-04-14,Store_C,Electronics,614,27215.84,0
2024-04-14,Store_C,Groceries,498,3248.5,0
2024-04-15,Store_A,Apparel,483,8827.72,0
2024-04-15,Store_A,Electronics,780,33499.67,0
2024-04-15,Store_A,Groceries,1135,7298.37,1
2024-04-15,Store_B,Apparel,401,7451.03,0
2024-04-15,Store_B,Electronics,682,29184.84,0
2024-04-15,Store_B,Groceries,518,3316.6,0
2024-04-15,Store_C,Apparel,725,13390.65,1
2024-04-15,Store_C,Electronics,665,30836.99,0
2024-04-15,Store_C,Groceries,567,3711.58,0
2024-04-16,Store_A,Apparel,639,11036.09,0
2024-04-16,Store_A,Electronics,1007,43888.83,0
2024-04-16,Store_A,Groceries,838,5449.39,0
2024-04-16,Store_B,Apparel,545,10153.83,0
2024-04-16,Store_B,Electronics,791,36655.54,0
2024-04-16,Store_B,Groceries,589,3672.2,0
2024-04-16,Store_C,Apparel,625,10741.03,0
2024-04-16,Store_C,Electronics,937,42784.22,0
2024-04-16,Store_C,Groceries,683,4463.88,0
2024-04-17,Store_A,Apparel,779,13767.99,0
2024-04-17,Store_A,Electronics,1040,46993.14,0
2024-04-17,Store_A,Groceries,821,5317.47,0
2024-04-17,Store_B,Apparel,556,10149.76,0
2024-04-17,Store_B,Electronics,817,37027.68,0
2024-04-17,Store_B,Groceries,585,3734.62,0
2024-04-17,Store_C,Apparel,608,10629.51,0
2024-04-17,Store_C,Electronics,964,44620.41,0
2024-04-17,Store_C,Groceries,655,4366.05,0
2024-04-18,Store_A,Apparel,704,13296.49,0
2024-04-18,Store_A,Electronics,1107,50540.17,0
2024-04-18,Store_A,Groceries,674,4272.96,0
2024-04-18,Store_B,Apparel,465,8648.9,0
2024-04-18,Store_B,Electronics,723,34116.52,0
2024-04-18,Store_B,Groceries,576,3792.0,0
2024-04-18,Store_C,Apparel,502,9391.99,0
2024-04-18,Store_C,Electronics,836,37932.36,0
2024-04-18,Store_C,Groceries,736,4614.41,0
2024-04-19,Store_A,Apparel,643,11780.51,0
2024-04-19,Store_A,Electronics,901,38702.58,0
2024-04-19,Store_A,Groceries,711,4623.82,0
2024-04-19,Store_B,Apparel,357,6554.95,0
2024-04-19,Store_B,Electronics,689,31282.32,0
2024-04-19,Store_B,Groceries,462,3121.46,0
2024-04-19,Store_C,Apparel,486,8446.04,0
2024-04-19,Store_C,Electronics,727,31922.42,0
2024-04-19,Store_C,Groceries,695,4569.02,0
2024-04-20,Store_A,Apparel,476,8765.13,0
2024-04-20,Store_A,Electronics,670,31494.6,0
2024-04-20,Store_A,Groceries,620,3840.79,0
2024-04-20,Store_B,Apparel,422,7282.57,0
2024-04-20,Store_B,Electronics,523,22488.58,0
2024-04-20,Store_B,Groceries,475,3192.35,0
2024-04-20,Store_C,Apparel,397,7331.26,0
2024-04-20,Store_C,Electronics,572,25039.86,0
2024-04-20,Store_C,Groceries,476,3084.56,0
2024-04-21,Store_A,Apparel,391,6835.95,0
2024-04-21,Store_A,Electronics,658,30623.15,0
2024-04-21,Store_A,Groceries,518,3243.03,0
2024-04-21,Store_B,Apparel,331,6114.13,0
2024-04-21,Store_B,Electronics,452,19426.01,0
2024-04-21,Store_B,Groceries,392,2484.98,0
2024-04-21,Store_C,Apparel,372,6603.13,0
2024-04-21,Store_C,Electronics,570,24390.59,0
2024-04-21,Store_C,Groceries,505,3412.8,0
2024-04-22,Store_A,Apparel,463,7982.96,0
2024-04-22,Store_A,Electronics,912,40205.3,0
2024-04-22,Store_A,Groceries,687,4638.13,0
2024-04-22,Store_B,Apparel,403,7021.41,0
2024-04-22,Store_B,Electronics,623,29109.17,0
2024-04-22,Store_B,Groceries,504,3156.13,0
2024-04-22,Store_C,Apparel,436,7975.66,0
2024-04-22,Store_C,Electronics,784,36271.3,0
2024-04-22,Store_C,Groceries,574,3738.32,0
2024-04-23,Store_A,Apparel,634,11157.4,0
2024-04-23,Store_A,Electronics,1425,61413.72,1
2024-04-23,Store_A,Groceries,783,5217.59,0
2024-04-23,Store_B,Apparel,474,8307.28,0
2024-04-23,Store_B,Electronics,867,40346.25,1
2024-04-23,Store_B,Groceries,614,3868.51,0
2024-04-23,Store_C,Apparel,533,9185.15,0
2024-04-23,Store_C,Electronics,877,40834.91,0
2024-04-23,Store_C,Groceries,768,5213.11,0
2024-04-24,Store_A,Apparel,679,11915.1,0
2024-04-24,Store_A,Electronics,939,40860.11,0
2024-04-24,Store_A,Groceries,825,5321.14,0
2024-04-24,Store_B,Apparel,525,9350.44,0
2024-04-24,Store_B,Electronics,712,31546.23,0
2024-04-24,Store_B,Groceries,640,4355.93,0
2024-04-24,Store_C,Apparel,631,11115.57,0
2024-04-24,Store_C,Electronics,805,37196.85,0
2024-04-24,Store_C,Groceries,735,4707.39,0
2024-04-25,Store_A,Apparel,669,11722.34,0
2024-04-25,Store_A,Electronics,817,35393.46,0
2024-04-25,Store_A,Groceries,614,3997.84,0
2024-04-25,Store_B,Apparel,468,8267.79,0
2024-04-25,Store_B,Electronics,650,29595.25,0
2024-04-25,Store_B,Groceries,493,3220.35,0
2024-04-25,Store_C,Apparel,541,9664.76,0
2024-04-25,Store_C,Electronics,741,31925.84,0
2024-04-25,Store_C,Groceries,643,4374.64,0
2024-04-26,Store_A,Apparel,601,10485.62,0
2024-04-26,Store_A,Electronics,983,42568.6,0
2024-04-26,Store_A,Groceries,677,4343.29,0
2024-04-26,Store_B,Apparel,449,7937.86,0
2024-04-26,Store_B,Electronics,743,33400.2,0
2024-04-26,Store_B,Groceries,535,3367.09,0
2024-04-26,Store_C,Apparel,471,8780.84,0
2024-04-26,Store_C,Electronics,808,37313.44,0
2024-04-26,Store_C,Groceries,487,3284.26,0
2024-04-27,Store_A,Apparel,487,8831.53,0
2024-04-27,Store_A,Electronics,1068,48149.21,1
2024-04-27,Store_A,Groceries,622,4140.35,0
2024-04-27,Store_B,Apparel,334,5813.16,0
2024-04-27,Store_B,Electronics,541,25482.31,0
2024-04-27,Store_B,Groceries,438,2944.01,0
2024-04-27,Store_C,Apparel,384,6955.89,0
2024-04-27,Store_C,Electronics,651,27964.33,0
2024-04-27,Store_C,Groceries,469,3074.19,0
2024-04-28,Store_A,Apparel,416,7359.28,0
2024-04-28,Store_A,Electronics,639,28024.18,0
2024-04-28,Store_A,Groceries,514,3435.95,0
2024-04-28,Store_B,Apparel,322,5676.53,0
2024-04-28,Store_B,Electronics,508,23888.61,0
2024-04-28,Store_B,Groceries,499,3209.51,1
2024-04-28,Store_C,Apparel,372,6391.48,0
2024-04-28,Store_C,Electronics,531,22952.56,0
2024-04-28,Store_C,Groceries,633,4054.31,1
2024-04-29,Store_A,Apparel,513,9529.81,0
2024-04-29,Store_A,Electronics,876,38860.79,0
2024-04-29,Store_A,Groceries,670,4469.66,0
2024-04-29,Store_B,Apparel,665,11395.04,1
2024-04-29,Store_B,Electronics,562,26513.63,0
2024-04-29,Store_B,Groceries,466,3149.92,0
2024-04-29,Store_C,Apparel,545,10106.13,1
2024-04-29,Store_C,Electronics,633,28315.44,0
2024-04-29,Store_C,Groceries,582,3736.06,0
2024-04-30,Store_A,Apparel,669,11661.41,0
2024-04-30,Store_A,Electronics,822,38800.68,0
2024-04-30,Store_A,Groceries,755,5016.75,0
2024-04-30,Store_B,Apparel,496,8903.81,0
2024-04-30,Store_B,Electronics,640,29855.37,0
2024-04-30,Store_B,Groceries,573,3635.36,0
2024-04-30,Store_C,Apparel,572,9837.34,0
2024-04-30,Store_C,Electronics,1228,55128.19,1
2024-04-30,Store_C,Groceries,627,4186.66,0
2024-05-01,Store_A,Apparel,716,12842.41,0
2024-05-01,Store_A,Electronics,1048,48029.23,0
2024-05-01,Store_A,Groceries,850,5361.74,0
2024-05-01,Store_B,Apparel,502,9278.7,0
2024-05-01,Store_B,Electronics,719,33680.1,0
2024-05-01,Store_B,Groceries,554,3562.55,0
2024-05-01,Store_C,Apparel,628,11795.01,0
2024-05-01,Store_C,Electronics,780,36209.58,0
2024-05-01,Store_C,Groceries,676,4429.43,0
2024-05-02,Store_A,Apparel,624,10685.74,0
2024-05-02,Store_A,Electronics,954,44857.47,0
2024-05-02,Store_A,Groceries,726,4642.54,0
2024-05-02,Store_B,Apparel,568,10594.36,1
2024-05-02,Store_B,Electronics,747,32664.63,0
2024-05-02,Store_B,Groceries,881,5729.33,1
2024-05-02,Store_C,Apparel,612,10698.43,0
2024-05-02,Store_C,Electronics,789,36142.41,0
2024-05-02,Store_C,Groceries,658,4234.91,0
2024-05-03,Store_A,Apparel,521,9360.82,0
2024-05-03,Store_A,Electronics,917,39790.01,0
2024-05-03,Store_A,Groceries,636,4121.53,0
2024-05-03,Store_B,Apparel,432,8025.17,0
2024-05-03,Store_B,Electronics,642,29846.28,0
2024-05-03,Store_B,Groceries,554,3742.38,0
2024-05-03,Store_C,Apparel,447,8036.29,0
2024-05-03,Store_C,Electronics,863,37488.67,0
2024-05-03,Store_C,Groceries,529,3485.28,0
2024-05-04,Store_A,Apparel,497,8548.65,0
2024-05-04,Store_A,Electronics,678,30150.41,0
2024-05-04,Store_A,Groceries,631,4032.1,0
2024-05-04,Store_B,Apparel,379,6765.01,0
2024-05-04,Store_B,Electronics,554,25450.68,0
2024-05-04,Store_B,Groceries,438,2951.99,0
2024-05-04,Store_C,Apparel,436,7512.33,0
2024-05-04,Store_C,Electronics,554,24247.28,0
2024-05-04,Store_C,Groceries,500,3325.8,0
2024-05-05,Store_A,Apparel,452,8524.68,0
2024-05-05,Store_A,Electronics,678,30676.99,0
2024-05-05,Store_A,Groceries,568,3786.12,0
2024-05-05,Store_B,Apparel,347,6389.92,0
2024-05-05,Store_B,Electronics,516,24294.59,0
2024-05-05,Store_B,Groceries,386,2527.66,0
2024-05-05,Store_C,Apparel,360,6519.99,0
2024-05-05,Store_C,Electronics,569,25056.22,0
2024-05-05,Store_C,Groceries,498,3082.56,0
2024-05-06,Store_A,Apparel,504,9335.63,0
2024-05-06,Store_A,Electronics,782,33700.61,0
2024-05-06,Store_A,Groceries,633,4044.29,0
2024-05-06,Store_B,Apparel,398,7012.04,0
2024-05-06,Store_B,Electronics,584,26467.28,0
2024-05-06,Store_B,Groceries,480,3033.19,0
2024-05-06,Store_C,Apparel,433,7791.84,0
2024-05-06,Store_C,Electronics,781,33822.4,0
2024-05-06,Store_C,Groceries,584,3640.31,0
2024-05-07,Store_A,Apparel,615,11059.05,0
2024-05-07,Store_A,Electronics,1016,43453.14,0
2024-05-07,Store_A,Groceries,817,5118.38,0
2024-05-07,Store_B,Apparel,496,8531.21,0
2024-05-07,Store_B,Electronics,798,34420.34,0
2024-05-07,Store_B,Groceries,612,3939.56,0
2024-05-07,Store_C,Apparel,703,12540.43,1
2024-05-07,Store_C,Electronics,898,39551.87,0
2024-05-07,Store_C,Groceries,694,4328.07,0
2024-05-08,Store_A,Apparel,708,12217.15,0
2024-05-08,Store_A,Electronics,971,44439.71,0
2024-05-08,Store_A,Groceries,851,5475.65,0
2024-05-08,Store_B,Apparel,562,10294.01,0
2024-05-08,Store_B,Electronics,722,32806.45,0
2024-05-08,Store_B,Groceries,678,4616.61,0
2024-05-08,Store_C,Apparel,589,10109.61,0
2024-05-08,Store_C,Electronics,877,40367.16,0
